Produto,Descricao,Localizacao,Familia,Estoque,Venda,Un
HAZ0631DS,VID PB HYUNDAI AZERA 07/11 C/ SENSOR,VA-28,VIDRO,0,"1353,33",PC
572998,VID PB HYUNDAI AZERA PB 07/11 4P VFA (AC/S/SSC,,VIDRO,0,"2025,78",PCA
2019529,VID PB HYUNDAI AZERA PB 12/17 4P VFA (AC/P/SC,,VIDRO,0,"2700,86",UN
HCR2130VS,VID PB HYUNDAI CRETA 21/...VERDE,VC-11,VIDRO,2,"1450,22",PC
2021489,VID PB HYUNDAI CRETA NOVO PB 22/ 5P VSF (P/SE,VC-11,VIDRO,0,"1466,68",UN
2006189,VID PB HYUNDAI CRETA NOVO PB 22/ 5P VSF CAEX,,VIDRO,0,"1261,04",UN
1176189,VID PB HYUNDAI CRETA PB 17/21 5P VSF (P/SER/S,,VIDRO,0,"937,66",UN
656197,VID PB HYUNDAI I30 08/12 C/SENSOR DE CHUVA,VA-34,VIDRO,0,"931,68",PC
10466,VID PB HYUNDAI I30 2013/2016 COM SENSOR,VA-34,VIDRO,1,"2200,00",PC
446221,VID PB HYUNDAI IX35 10/,VA-11,VIDRO,0,"1117,56",PC
1208017,VID PB HYUNDAI NEW TUCSON PB 17/ 5P VFA (AC/S,VA-28,VIDRO,0,"1966,59",PCA
321692,VID PB HYUNDAI SANTA FE 06/10,VB-18,VIDRO,0,"1312,38",PC
1678899,VID PB HYUNDAI SANTA FE PB 11/13 5P VFA (AC/P,,VIDRO,0,"2353,65",UN
773269,VID PB HYUNDAI SANTA FE PB 11/13 5P VFA (AC/PA/S/S,,VIDRO,0,"1638,62",PCA
508330,VID PB HYUNDAI SANTA FE PB 11/13 5P VFA (P/S/SGP/S,,VIDRO,0,"1603,86",PCA
1253639,VID PB HYUNDAI SANTA FE PB 13/ 5P VFA (AC/P/S,,VIDRO,0,"4122,50",UN
545466,VID PB HYUNDAI TUCSON PB 04/ 5P S/SGP/TER),VC-0,VIDRO,0,"997,79",PCA
2952,VID PB IVECO EUROTECH/STRALIS EUROTRACKER,VB-28,VIDRO,3,"1517,32",PC
1137418,VID PB IVECO STRALIS HI WAY 13/,,VIDRO,0,"1784,06",PC
1817459,VID PB IVECO STRALIS HIWAY PB 13/ CAM VFA FN,,VIDRO,0,"1818,00",UN
ICO10005,VID PB IVECO VERTIS 10/,VB-28,VIDRO,0,"1549,74",PC
2009,VID PB JEEP BANDEIRANTE VFA BMV5,BMV,VIDRO,0,"268,33",PC
1222129,VID PB JEEP GRAND CHEROKEE 11/13 C/SENSOR,,VIDRO,0,"3678,47",PC
JRE2232VS,VID PB JEEP RENEGADE 2022/ COM SENSOR E CAMERA,VC-04,VIDRO,0,"1400,00",PC
1107969,VID PB JEEP RENEGADE PB 15/ 5P VSF (ACUST/P/,VC-04,VIDRO,4,"1035,63",PCA
1107979,VID PB JEEP RENEGADE PB 15/ COM SENSOR,VC-04,VIDRO,2,"856,33",PCA
2147129,VID PB JEEP RENEGADE PB 22/ C/CAMERA,VC-04,VIDRO,1,"1702,69",UN
1817469,VID PB JUMPY/EXPERT 2018/ VSF,,VIDRO,0,"1564,98",PC
KBO0732DB,VID PB KIA BONGO 05/,,VIDRO,0,"883,18",PC
1683079,VID PB KIA MOHAVE PB 08/ 5P VFA (AC/P/SER/SPB,VC-12,VIDRO,0,"3255,56",UN
564310,VID PB KIA PICANTO PB 09/11 5P VSF (S/SGP),,VIDRO,0,"1436,12",PCA
736909,VID PB KIA PICANTO PB 12/ 5P VSF (S/SGP/SP) FN,,VIDRO,0,"1230,00",PCA
KSO1030DS,VID PB KIA SORENTO 10/12,,VIDRO,0,"1122,26",PC
KSP1130DS,VID PB KIA SPORTAGE COM DEGRADE,,VIDRO,0,"1088,84",UN
MLD0731DS,VID PB L200 OUTDOOR (07-12) / PAJERO COM ANTENA,,VIDRO,1,"1114,32",PC
MLD0331DS,VID PB L200 SPORT PAJERO 03/06 C/ANTENA,,VIDRO,0,"931,80",PC
10018,VID PB L200 TRITON 05/15 PAJERO DAKAR S/ANTENA,VB-01,VIDRO,1,"852,94",PC
1722869,VID PB LAND ROVER DISCOVERY 4 12/16 ACL/MS/SSC,,VIDRO,0,"5363,20",PC
1675609,VID PB LAND ROVER DISCOVERY 4 PB 12/16 5P VSF,VB-25,VIDRO,0,"8905,62",UN
935359,VID PB LAND ROVER DISCOVERY IV PB 14/ VSF (ACL/MS/,,VIDRO,0,"2577,16",PCA
1855329,VID PB LAND ROVER DISCOVERY SPORT PB 15/ 5P V,VB-27,VIDRO,0,"5286,03",UN
773399,VID PB LAND ROVER RANGE ROVER EVOQUE PB 14/15 5P V,,VIDRO,0,"3303,41",PCA
1855309,VID PB LAND ROVWE DISCOVERY SPORT 15/ SSC,,VIDRO,0,"4969,24",PC
1347562,VID PB LIFAN X60 PB 13/ 5P SUV VFA (AC/S/SP),,VIDRO,0,"1435,16",UN
1623499,VID PB MAN TGX PB 11/ CAM VSF (SER) VFORTE,VB-28,VIDRO,1,"1789,20",UN
8320,VID PB MARCOPOL SENIOR MIDI 10A11 IDEALLE600,,VIDRO,0,"5937,62",PC
101421,VID PB MASCARELLO GRAN MICRO S2 ESQ,,VIDRO,0,"3000,00",PC
1675849,VID PB MB CLASSE C 2015/ COUPE VSF C/ SENSOR,,VIDRO,0,"5062,47",PC
2008,VID PB MB SPRINTER TETO BAIXO VFA,VB-20,VIDRO,0,"739,20",PC
636850,VID PB MB SPRINTER PB 12/19 VFA (P/S/SGP) OSG,VB-25,VIDRO,1,"1145,34",PCA
2097549,VID PB MB SPRINTER PB 20/ COM SENSOR,,VIDRO,0,"1826,97",UN
1618629,VID PB MB SPRINTER PB 20/ VAN VFA COM SENSOR,VB-27,VIDRO,0,"1819,23",UN
202484,VID PB MB SPRINTER VAN TETO ALTO 96/ VFA (P/S/SP),VB-20,VIDRO,0,"683,02",PC
MLD1130VS,VID PB MI L200 TRITON/DAKAR 05/15 COM SENSOR,VB-01,VIDRO,1,"1075,94",PC
VOL0125LI,VID PB MICROONIBUS VOLARE A/6 A/8,,VIDRO,0,"2550,24",PC
2462AGSHMVWZ2BF,VID PB MINI COOPER,VB-01,VIDRO,1,"4213,44",PC
737860,VID PB MIT L200 TRITON 06/15 C/ANTENA,VC-03,VIDRO,1,"1076,60",PCA
MLD1630VB,VID PB MIT L200 TRITON 2017/,VC-03,VIDRO,1,"1237,35",PC
MLD1631VB,VID PB MIT L200 TRITON SPORT PB 17/ C/SENSOR,VC-03,VIDRO,0,"1378,88",PCA
MLT9730DL,VID PB MIT L300,VD-09,VIDRO,0,"800,00",PC
MLA1430VS,VID PB MIT LANCER 08/ COM SENSOR,,VIDRO,0,"1364,90",PC
1620879,VID PB MIT OUTLANDER PB 08/13 5P VSF (,,VIDRO,0,"1606,00",PCA
1666989,VID PB MIT PAJERO DAKAR PB 11/15 5P VS,,VIDRO,0,"1608,85",UN
MPJ0130DS,VID PB MIT PAJERO FULL 01/21,VB-01,VIDRO,0,"926,40",PC
428164,VID PB MIT PAJERO SPORT PB 05/11 5P VFA (A/CA/,,VIDRO,0,"1276,11",PCA
MTS0832DS,VID PB MIT PAJERO TR4,,VIDRO,0,"722,96",PC
1262079,VID PB MIT TRITON PAJERO DAKAR PB 11/15 C/SENSOR/C,,VIDRO,0,"1208,86",UN
9830,VID PB MITSHUBISHI L200 87/07 VFA,,VIDRO,0,"800,00",PC
690284,VID PB MITSUBISHI ASX PB 12/ 5P SUV VSF (P/S/SGP/S,VB-19,VIDRO,1,"980,00",PCA
504592,VID PB MITSUBISHI L200 PB 11/ 4P SPORT PICKUP VFA,VC-06,VIDRO,0,"1245,64",PCA
748146,VID PB MITSUBISHI OUTLANDER PB 14/15 5P VSF (S/SGP,VC-12,VIDRO,0,"2314,31",PCA
5928,VID PB MITSUBSHI PAJERO TR4 09,VB7,VIDRO,0,"1383,38",PC
MPJ0131DS,VID PB MT PAJERO FULL 14/21 C/SENSOR,,VIDRO,0,"1404,90",PC
NFR1730VS,VID PB NI FRONTIER 2017/ VSF,VC-06,VIDRO,0,"1192,03",PC
NKI1730VS,VID PB NI KICKS 2017/ (NACIONAL),VC-11,VIDRO,2,"1011,99",PC
423142,VID PB NISSAN FRONTIER 08/16,VC-06,VIDRO,3,"865,92",PCA
885959,VID PB NISSAN FRONTIER 08/16 COM SENSOR,,VIDRO,0,"887,04",PC
2142159,VID PB NISSAN FRONTIER PB 23/ VSF C/CAMERA/SENSOR,,VIDRO,0,"1958,58",UN
5191,VID PB NISSAN FRONTIER/ XTERRA 02/08,,VIDRO,1,"902,56",PC
1957569,VID PB NISSAN KICKS 2022/ VSF,,VIDRO,0,"1849,04",PC
1138165,VID PB NISSAN KICKS MEXICANO PB 17/ 5P VSF (P,VC-11,VIDRO,0,"1544,36",PCA
1957579,VID PB NISSAN KICKS PB 22/ 5P VSF (ACUST/P/SE,,VIDRO,0,"1610,00",UN
1254849,VID PB NISSAN LIVINA PB 10/14 VFA (AC/S/SGP/S,VB-19,VIDRO,0,"1164,62",UN
770048,VID PB NISSAN MARCH 2012/ VSF FLEX,VB-06,VIDRO,1,"1014,66",PC
1673469,VID PB NISSAN MARCH PB 15/19 5P VSF (AC/FLEX/,VB-19,VIDRO,0,"808,58",UN
NSE0730VS,VID PB NISSAN SENTRA 2007/2012,VC-20,VIDRO,2,"878,42",PC
726631,VID PB NISSAN SENTRA PB 04/06 4P VSF (AC/S/SGP/SP),,VIDRO,1,"971,52",PCA
806359,VID PB NISSAN SENTRA PB 14/ 4P VSF (AC/P/S/SGP/SPE,VB-16,VIDRO,1,"1017,80",PCA
02435,VID PB ONIBUS CAIO AMELIA LD BLV4,BLV4,VIDRO,0,"731,81",PC
VT075,VID PB ONIBUS ESQ CIFERAL,,VIDRO,0,"390,00",PC
01020,VID PB ONIBUS MB 362 LD INC BLV1,,VIDRO,1,"375,66",PC
01018,VID PB ONIBUS MB 362 LE INC BLV1,,VIDRO,1,"375,66",PC
C010A,VID PB ONIBUS SCANIA DIPLOM LD (CARROC NILSON),,VIDRO,1,"533,00",PC
4151,VID PB ONIBUS VW CIFERAL 94/ DIR,,VIDRO,0,"819,62",PC
351179,VID PB PAJERO SPORT 00/04,VC-03,VIDRO,1,"1286,21",PC
101616,VID PB PB MASCARELLO GRAN MICRO S2 DIR,,VIDRO,0,"3000,00",PC
1358834,VID PB PE 206/207 03/16 COM SENSOR DE CHUVA,,VIDRO,0,"1063,89",PC
3706,VID PB PEUGEOT 206/ HOGGAR VFA TDS,,VIDRO,0,"680,58",PC
PGT10003,VID PB PEUGEOT 206/207/ IMPORTADO,VA-36,VIDRO,0,"549,44",PC
670686,VID PB PEUGEOT 208 PB 12/ 3/5P VSF (ACUST/EXTR/MI/,,VIDRO,0,"1241,30",PCA
1473989,VID PB PEUGEOT 208 PB 13/ 3P/5P VSF (EXTR/P/S,,VIDRO,0,"1730,50",UN
1680169,VID PB PEUGEOT 3008 PB 17/ 5P VSF CAD/CAEI (A,,VIDRO,0,"6048,77",UN
7171,VID PB PEUGEOT 307 COM SENSOR DE CHUVA,,VIDRO,0,"917,20",PC
1825109,VID PB PEUGEOT 307 PB 01/12 3P/5P/SW VSF (AC/,,VIDRO,0,"1578,04",PCA
657542,VID PB PEUGEOT 307 PB 01/12 3P/5P/SW VSF (AC/S,,VIDRO,0,"1436,50",PCA
8399,VID PB PEUGEOT 308/408 11 VDE S/SENSOR,,VIDRO,0,"2079,00",PC
1143828,VID PB PEUGEOT 408 PB 11/ 4P VSF (AC/ACUST/SP,,VIDRO,0,"2154,09",PCA
1846759,VID PB PEUGEOT PARTNER/BERLINGO 10/,,VIDRO,0,"2206,70",PC
1668539,VID PB RAM 2500 PB 16/ 5P VSF (AC/P/SER/SP/SP,,VIDRO,0,"4246,83",UN
2094479,VID PB RE DUSTER 2021/,,VIDRO,2,"1023,00",PC
1848429,VID PB RE DUSTER 2021/ VSF C/SENSOR,VB-18,VIDRO,0,"1663,20",PC
1526409,VID PB RE KWID 2020/,VC-19,VIDRO,1,"1214,48",PC
1239799,VID PB RE MASTER 02/13 DAILY 2008/19,VB-15,VIDRO,1,"1159,42",UN
567784,VID PB RE SANDERO 08/14 DUSTER 12/20 OROCH 16/,VB-17,VIDRO,2,"876,72",PC
662847,VID PB RE SANDERO/LOGAN 14/22 / STEPWAY 2020/,VB-17,VIDRO,0,"780,00",PCA
1536059,VID PB RE SYMBOL PB 09/13 4P VSF (SER/SP,VA-28,VIDRO,0,"700,00",PCA
169912,VID PB RENAULT CLIO 99/2016 2/4/PT VFA,VB-06,VIDRO,1,"791,46",PC
1854059,VID PB RENAULT FLUENCE PB 11/ 4P VSF (ML/P/SC,,VIDRO,0,"2072,60",UN
RKW1730VB,VID PB RENAULT KWID 2018/,VC-19,VIDRO,3,"746,08",PC
874549,VID PB RENAULT LOGAN 08/13 DEG,VB-02,VIDRO,1,"950,00",PC
672282,VID PB RENAULT MASTER PB 14/ VAN VSF (AC/P/S/SGP/S,VB-26,VIDRO,2,"1247,15",PCA
7553,VID PB RENAULT MEGANE 06/10,,VIDRO,0,"658,63",PC
1102409,VID PB RENAULT MEGANE II PB 06/ 4P/SW VFA (P/S/SP),,VIDRO,0,"885,93",PCA
1624689,VID PB SCANIA SERIE 6 PB 19/ CAM VSF (ASN/SER,VB-30,VIDRO,3,"2500,00",UN
1484919,VID PB SCANIA SERIE 6 PB 19/ CAM VSF (SER) SG,VB-29,VIDRO,0,"2006,40",UN
17244,VID PB SPRINTER 20 C/S / LUZ/ CHUVA/ SAIDA FAIXA,VB-25,VIDRO,1,"1740,00",UN
101198,VID PB SPRINTER 2019 DEG SEKURIT,VB-25,VIDRO,1,"1500,00",PC
19443,VID PB SPRINTER FURGAO .../12 TETO ALTO VERDE FN -,,VIDRO,1,"1781,41",PC
GVT0630VS,VID PB SUZUKI GRAND VITARA II PARABRISA VERDE C,,VIDRO,0,"1130,95",PC
772800,VID PB SUZUKI GRAND VITARA PB 09/16 5P VFA (S/,,VIDRO,0,"1433,06",PCA
222061,VID PB TIGGO 8 17/ C/S VD - SEKURIT - 145025020,VA-28,VIDRO,1,"2500,00",PC
01679,VID PB TO COROLLA 03/08 VFA,VA-30,VIDRO,1,"1114,01",PC
1095449,VID PB TO COROLLA 03/08 VFA COM SENSOR DE CHUVA,VA-30,VIDRO,1,"1023,07",PC
5602,VID PB TO COROLLA 08/14,VA-30,VIDRO,2,"978,28",PC
546343,VID PB TO COROLLA 08/14 C/SENSOR DE CHUVA,VA-30,VIDRO,1,"1209,21",PC
AGR1930DB,VID PB TO COROLLA 2019/ VFA (VERSAO A),VA-25,VIDRO,1,"1558,87",PC
AGR1931DB,VID PB TO COROLLA 2019/ VFA (VERSAO J),VA-31,VIDRO,0,"1380,00",PC
14351,VID PB TO COROLLA 2020/ C/CAMERA LETRA (F),VA-25,VIDRO,0,"1746,16",PC
5937,VID PB TO COROLLA 93/97,,VIDRO,0,"548,86",PC
1595639,VID PB TO COROLLA ALTIS 20/ C/CAMERA,VA-29,VIDRO,1,"1736,50",PC
1661039,VID PB TO COROLLA ALTIS 20/ C/SENSOR E CAMERA,VA-25,VIDRO,1,"1622,00",UN
AGR0832DS,VID PB TO COROLLA ALTIS 2011/2014 COM SENSOR,,VIDRO,0,"1095,83",PC
2082029,VID PB TO COROLLA CROSS PB 22/ 5P C/SENSOR,,VIDRO,0,"1785,52",UN
1998819,VID PB TO COROLLA CROSS PB 22/ 5P SENSOR/CAMERA,,VIDRO,1,"2086,87",UN
692190,VID PB TO COROLLA PB 15/ 4P C/ANTENA,VA-31,VIDRO,2,"1236,71",PCA
770334,VID PB TO COROLLA PB 15/ 4P VFA,VA-31,VIDRO,2,"1091,64",PCA
1159679,VID PB TO COROLLA PB 18/ 4P VFA C/ANTENA,VA-31,VIDRO,2,"1140,00",PCA
1156889,VID PB TO COROLLA PB 18/ ALTIS COM SENSOR,,VIDRO,0,"1404,02",PCA
1595619,VID PB TO COROLLA PB 2020/ 4P VFA (ACUST/P/,VA-31,VIDRO,0,"1405,54",UN
337900,VID PB TO COROLLA PB 98/02 4P SW VFA (AC/S) FN,VB-01,VIDRO,1,"1020,48",PCA
EFC1230VS,VID PB TO ETIOS VERDE,VB-02,VIDRO,2,"961,25",PC
1428,VID PB TO HILUX 2005/ VFA,VC-05,VIDRO,2,"990,00",PC
561010KL50,VID PB TO HILUX 16/ GENUINO,VB-13,VIDRO,0,"5451,04",PC
733739,VID PB TO HILUX 2012/2015 C/ANTENA,VC-05,VIDRO,2,"1098,33",PC
THY1530DB,VID PB TO HILUX 2016/ S/ ANTENA,VB-13,VIDRO,2,"1138,08",PC
THY2132DB,VID PB TO HILUX 2021/COM CAMERA SAIDA DE PISTA,VB-13,VIDRO,2,"1357,09",PC
102764,VID PB TO HILUX 2023/ COM SAIDA DE PISTA,VB-13,VIDRO,1,"1337,60",PC
653,VID PB TO HILUX 93/96,,VIDRO,0,"1408,00",PC
1104519,VID PB TO HILUX\-SW4 2016/ COM ANTENA,VB-13,VIDRO,4,"1060,82",PCA
THY0531DS,VID PB TO SW4 05/11,VC-06,VIDRO,4,"853,69",PC
741115,VID PB TO SW4 PB 13/15 C/ANTENA,VC-05,VIDRO,1,"1440,66",PCA
TYA1831VS,VID PB TO YARIS 2018/,VC-03,VIDRO,0,"1189,28",PC
1348413,VID PB TO YARIS PB 18/ 4P/5P VSF (ACUST/P,VB-19,VIDRO,2,"950,40",UN
1348423,VID PB TO YARIS PB 18/ 4P/5P VSF C/ SENSOR (ACUST/,VC-20,VIDRO,1,"1626,42",UN
TYA1832VS,VID PB TO YARIS VSF COM SENSOR,,VIDRO,0,"1336,48",PC
AHF10002,VID PB TOWNER ANTIGA,,VIDRO,0,"451,28",PC
THY1531DB,VID PB TOYOTA HILUX SW4 PARABRISA DEGRADE AZUL,,VIDRO,0,"911,14",PC
TRV1330DS,VID PB TOYOTA RAV4 PARABRISA DEGRADE AZUL COM C,VB-19,VIDRO,0,"2062,12",PC
1859249,VID PB TOYOTA RAV4 PB 13/ 5P VSF (AC/P/SER/SP,,VIDRO,0,"2278,12",UN
1854199,VID PB TOYOTA RAV4 PB 19/ 5P VSF (AC/ACUST/MC,,VIDRO,0,"3759,82",UN
147310,VID PB TROLLER 01/08,,VIDRO,0,"841,93",PCA
425709,VID PB TROLLER T4 PB 09/14 VFA JEEP/T RIGIDO (DIES,VA-22,VIDRO,0,"1107,88",PCA
748262,VID PB TROLLER T4 PB 15/ VSF JEEP/T RIGIDO (DIESEL,,VIDRO,0,"1252,90",PCA
1827139,VID PB VOLVO FH16 2015/ COM SENSOR DE LUZ,VB-30,VIDRO,0,"1960,24",PC
1263309,VID PB VOLVO XC60 PB 13/ 5P VSF (AC/MIS/P/SC/,,VIDRO,0,"2620,09",UN
2073749,VID PB VOLVO XC60 PB 22/ 5P VSF CAEX (AC/ACUS,,VIDRO,0,"10406,48",UN
VAM1030VS,VID PB VW AMAROK 2010/ SEM SENSOR,VB-14,VIDRO,2,"963,88",PC
VAM1032VS,VID PB VW AMAROK 2017/ SENSOR DE CHUVA REDONDO,VB-14,VIDRO,2,"1184,72",PC
704219,VID PB VW AMAROK PB 10/ 16C/SENSOR QUADRADO,VB-14,VIDRO,4,"1099,13",PCA
V002,VID PB VW BRASILIA INC TEMP MV32,MV32,VIDRO,0,"243,94",PC
7330,VID PB VW BRASILIA VFA MV32,MV32,VIDRO,0,"442,74",PC
CVW1730VS,VID PB VW DELIVERY 2018/ NOVO COLADO,VB-08,VIDRO,2,"1537,00",PC
3685,VID PB VW FOX 04/09 C/ANTENA,VA-36,VIDRO,0,"747,51",PC
357406,VID PB VW FOX 04/09 PASTILHA REDONDA,,VIDRO,0,"954,88",PCA
3684,VID PB VW FOX 04/09 S/ANTENA VFA,VA-37,VIDRO,2,"883,20",PC
443301,VID PB VW FOX 2010/,VA-37,VIDRO,3,"720,00",PC
450340,VID PB VW FOX 2010/ C/ SENSOR QUADRADO,VA-36,VIDRO,1,"1199,98",PC
247790,VID PB VW FOX 2010/ COM PASTILHA REDONDA,VA-36,VIDRO,0,"843,58",PC
19940,VID PB VW FUSCA 59/ VFA,VA-22,VIDRO,1,"384,32",PC
V050,VID PB VW FUSCA PARABRISA 1300/1500 INCTEMP MV25,MV25,VIDRO,0,"109,77",PC
7930,VID PB VW GOL 82/ VDE,VD-09,VIDRO,1,"650,00",PC
353449,VID PB VW GOL 96/ ORIGINAL,VB-05/06,VIDRO,9,"620,00",PC
303775,VID PB VW GOL 98/ C/ ANTENA,VB-05,VIDRO,3,"521,14",PC
GOF1430DS,VID PB VW GOL G6/VOY/SAVEIRO C/SENSOR DE CHUVA,VC-19,VIDRO,3,"1067,00",PC
393927,VID PB VW GOL/VOY/SAV 08/ GV E GVI DEGRADE,VA-38,VIDRO,5,"640,00",PC
VWA9530VFA,VID PB VW GOLF GLX 92/98 VFA BMV15,BMV15,VIDRO,0,"563,49",PC
GOE0132DS,VID PB VW GOLF 07/14 COM SENSOR QUADRADO,,VIDRO,0,"1114,68",PC
1215189,VID PB VW GOLF 14/ C/SENSOR DE CHUVA,VB-18,VIDRO,0,"1211,14",PCA
771259,VID PB VW GOLF 2013/ C/SENSOR,,VIDRO,0,"1686,28",PC
5G0845011QNVB,VID PB VW GOLF 2016/ VSF S/SENSOR,,VIDRO,0,"3298,68",UN
GLF1633VS,VID PB VW GOLF 2017/ COM SENSOR,,VIDRO,0,"1931,56",PC
3527,VID PB VW GOLF 99/ IMPORTADO,,VIDRO,0,"643,10",PC
115680,VID PB VW GOLF 99/ MODERNO C/SENSOR REDONDO,,VIDRO,0,"1031,18",PC
77446,VID PB VW GOLF 99/14 ENCAPSULADO,VB-21,VIDRO,1,"821,57",PC
1356655,VID PB VW GOLF PB 17/20 5P VSF (AC/MIS/SC/SER,,VIDRO,0,"1893,36",UN
VJT1130GS,VID PB VW JETTA 2011/2016 VERDE PLUS S/SENSOR,VC-11,VIDRO,1,"1099,96",PC
VJT1631VS,VID PB VW JETTA 2016/2018 C/SENSOR,VC-11,VIDRO,0,"2355,27",PC
1668439,VID PB VW JETTA 2018/ C/SENSOR,VC-12,VIDRO,0,"2359,72",PC
1214999,VID PB VW JETTA PB 11/ 4P VSF,VC-11,VIDRO,0,"1115,14",PCA
627045,VID PB VW JETTA PB 11/ C/ SENSOR,VC-20,VIDRO,0,"2305,62",PCA
43278,VID PB VW KOMBI 76/2014 VFA,VA-22,VIDRO,1,"600,00",PC
376139,VID PB VW NEW BEETLE 97/2010,,VIDRO,0,"1158,70",PC
58270,VID PB VW PASSAT 95/97,,VIDRO,1,"1199,72",PC
01904,VID PB VW PASSAT ANTIGO VFA,,VIDRO,1,"415,91",PC
1977009,VID PB VW PASSAT PB 11/15 4P/SW VSF (AC/ACUST,,VIDRO,0,"4391,40",UN
1813559,VID PB VW PASSAT PB 16/ 4P VSF CAE (AC/ACUST/,VB-19,VIDRO,0,"5134,68",UN
POE0331DS,VID PB VW POLO 02/07 SENSOR DE CHUVA REDONDO,VB-21,VIDRO,1,"1058,30",PC
117985,VID PB VW POLO 03/ DEG,VB-21,VIDRO,1,"1132,48",PC
465290,VID PB VW POLO 2008/ C/SENSOR QUADRADO,,VIDRO,0,"1257,76",PC
POL9730DS,VID PB VW POLO CLASSIC 97/00,VC-19,VIDRO,1,"1088,44",PC
1823139,VID PB VW POLO/VIRTUS 2018/ NIVUS 2020/,VC-21,VIDRO,2,"1100,95",PCA
POL1731VS,VID PB VW POLO/VIRTUS/NIVUS 17/ C/SENSOR DE CHUVA,VC-21,VIDRO,4,"1071,37",PC
3961,VID PB VW SANTANA 99/ 2/4P,VB-06,VIDRO,1,"905,87",PC
VWA8330,VID PB VW SANTANA/QUANT PARABRISA /90 VERDE,,VIDRO,2,"414,69",PC
46322,VID PB VW SANTANA/VERSAILLES 91/98 2/4P VFA,VB-06,VIDRO,1,"747,44",PC
1876709,VID PB VW T-CROSS PB 20/ 5P VSF COM SENSOR,VC-23,VIDRO,2,"1595,01",UN
VWT1930VB,VID PB VW T-CROSS VSF,VC-23,VIDRO,2,"1496,15",PC
VTA2131VB,VID PB VW TAOS 2021/ COM SENSOR,VA-36,VIDRO,1,"1601,39",PC
2272099,VID PB VW TAOS 2023/ C/SENSOR E CAMERA,,VIDRO,0,"1571,60",UN
2GP845011DNVB,VID PB VW TCROSS ORIGINAL,,VIDRO,0,"1884,96",UN
11458,VID PB VW TIGUAN 06/18 C/SENSOR VSF FY,,VIDRO,0,"1774,08",PC
1683699,VID PB VW TIGUAN PB 09/17 5P VSF (AC/MIS/SC/S,,VIDRO,0,"2534,92",PCA
1526249,VID PB VW TIGUAN PB 09/18 5P VFC (AC/MIS/P/SE,,VIDRO,0,"2302,05",UN
1668649,VID PB VW TIGUAN PB 18/ 5P VSF (AC/MI/SC/SCO/,VA-34,VIDRO,0,"4633,33",UN
WUP1430D,VID PB VW UP IMPORTADO,,VIDRO,0,"567,71",PC
VUP1430DS,VID PB VW UP 2014/ VERDE DEGRADE,VA-35,VIDRO,2,"853,74",PC
1170992,VID PB VW UP 2018/ COM SENSOR DE CHUVA,VA-35,VIDRO,2,"980,00",PCA
011994,VID PB VW VARIANT,,VIDRO,1,"219,54",PC
670674,VID PEUGEOT 208 QV DT 12/ 5P SW VDE E (ENC/S) OSG,,VIDRO,0,"505,17",PCA
793669,VID PT GM COBALT PTA DT 11/ 4P VDE E OAGC,,VIDRO,1,"376,88",PCA
684829,VID PTA BMW SERIE 3 DIR 2012...,,VIDRO,0,"663,75",PC
18703,VID PTA CAM MB CAM PORTA 1111/1313/1113/2013 70/ I,,VIDRO,0,"67,08",PC
SSC8010-P,VID PTA CAM SCANIA INC 112/113/142-H,,VIDRO,0,"170,76",PC
717290,VID PTA CITROEN C4 LOUNGE PTA DT 14/ 4P VDPL D (2F,,VIDRO,0,"339,02",PCA
3909,VID PTA CITROEN PICASSO DIANT DIR,,VIDRO,1,"263,89",PC
1200949,VID PTA COMPASS TRAS ESQ 17/ 5P VDE E PK,VA-08,VIDRO,1,"592,70",PCA
MLD0810VT,VID PTA DIANT ESQ L200 TRITON,VA-13,VIDRO,1,"326,01",PC
KBO0711VT,VID PTA DIR BONGO,,VIDRO,0,"507,21",PC
K04816693AC,VID PTA DIR FIAT 500,VA-01,VIDRO,1,"3069,68",PC
SCU9911VT,VID PTA FI DOBLO DIREITA,VA-08,VIDRO,2,"262,79",PC
FMO1610VT,VID PTA FI MOBI/STRADA 2021/ DIANT ESQ,VA-02,VIDRO,1,"369,84",UN
FMO1611VT,VID PTA FI MOBI/STRADA 2021/ DIR,VA-02,VIDRO,1,"373,92",PC
617507,VID PTA FI PALIO 12/ TRAS ESQ,VA-01,VIDRO,1,"307,53",PCA
617430,VID PTA FI PALIO 2012/ DIANT DIR,VA-01,VIDRO,1,"263,89",PC
617477,VID PTA FI PALIO 2012/ DIANT ESQ,VA-01,VIDRO,1,"325,52",PC
60264,VID PTA FI PALIO 2PTA 96/ DIR,VA-02,VIDRO,1,"275,12",PC
90,VID PTA FI PALIO 2PTA 96/ ESQ,VA-02,VIDRO,4,"236,00",PC
60460,VID PTA FI PALIO 96/ DIANT DIR,VA-01,VIDRO,3,"249,22",PC
60458,VID PTA FI PALIO 96/ DIANT ESQ,VA-01,VIDRO,2,"248,31",PC
FTA9513,VID PTA FI PALIO 96/ TRAS DIR,VA-01,VIDRO,2,"214,75",PC
FTA9512,VID PTA FI PALIO 96/ TRAS ESQ,VA-01,VIDRO,1,"388,06",PC
369421,VID PTA FI PUNTO LINEA DIANT DIR,,VIDRO,0,"175,19",PC
406843,VID PTA FI PUNTO LINEA TRAS ESQ,VA-08,VIDRO,1,"620,15",PC
369457,VID PTA FI PUNTO TRAS ESQ,,VIDRO,0,"217,10",PC
